City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Umm Lajj,25.0213,37.2685,73.74,37,6,18.28,SA,2021-12-09 18:55:19
295,Santiago,-33.4569,-70.6483,85.44,28,0,8.05,CL,2021-12-09 18:50:27
296,Pagudpud,18.5616,120.7868,66.16,81,38,16.46,PH,2021-12-09 18:55:20
297,Tabou,4.423,-7.3528,80.37,82,4,7.27,CI,2021-12-09 18:55:20
298,Soto La Marina,23.7667,-98.2167,87.78,37,7,9.66,MX,2021-12-09 18:55:20
299,Morant Bay,17.8815,-76.4093,88.63,60,0,10.63,JM,2021-12-09 18:55:21
300,Praya,14.9215,-23.5087,77.54,69,20,19.57,CV,2021-12-09 18:55:21
301,Tiksi,71.6872,128.8694,-12.84,95,100,7.29,RU,2021-12-09 18:55:21
302,Bowen,-20.0167,148.2333,73.62,77,33,3.83,AU,2021-12-09 18:55:22
303,Mahenge,-8.6833,36.7167,69.62,68,75,3.89,TZ,2021-12-09 18:55:22
304,Vao,-22.6667,167.4833,78.21,82,8,14.2,NC,2021-12-09 18:55:22
305,Assiniboia,49.6334,-105.9845,22.91,74,6,13.8,CA,2021-12-09 18:55:23
306,Rajo Khanani,24.9841,68.8536,64.42,23,5,8.86,PK,2021-12-09 18:55:23
307,Itaueira,-7.6033,-43.0256,84.15,69,55,3.04,BR,2021-12-09 18:55:23
308,Dudinka,69.4058,86.1778,-14.39,99,9,7.14,RU,2021-12-09 18:55:23
309,Asfi,32.2994,-9.2372,59.99,68,0,23.85,MA,2021-12-09 18:55:24
310,Constitucion,-35.3333,-72.4167,65.19,72,16,8.84,CL,2021-12-09 18:50:56
311,Margate,51.3813,1.3862,46.31,85,100,4.0,GB,2021-12-09 18:55:25
312,Jawhar,2.7809,45.5005,75.07,71,7,15.37,SO,2021-12-09 18:55:25
313,Namibe,-15.1961,12.1522,71.53,67,26,12.39,AO,2021-12-09 18:55:25
314,Lufkin,31.3382,-94.7291,77.11,87,90,9.22,US,2021-12-09 18:51:36
315,Chimbote,-9.0853,-78.5783,72.23,71,82,10.74,PE,2021-12-09 18:55:26
316,Mombetsu,44.3525,143.3525,30.85,53,0,4.36,JP,2021-12-09 18:55:26
317,Broome,42.2506,-75.833,33.55,71,90,4.0,US,2021-12-09 18:55:26
318,Aripuana,-9.1667,-60.6333,81.84,81,98,3.56,BR,2021-12-09 18:56:27
319,Upernavik,72.7868,-56.1549,4.51,100,90,10.07,GL,2021-12-09 18:56:27
320,Fare,-16.7,-151.0167,80.6,69,61,12.95,PF,2021-12-09 18:56:27
321,Shache,38.4167,77.2406,39.07,21,0,4.56,CN,2021-12-09 18:56:28
322,Mahibadhoo,3.7833,72.9667,82.04,76,100,12.41,MV,2021-12-09 18:56:28
323,Vestmanna,62.1564,-7.1664,40.12,93,75,11.5,FO,2021-12-09 18:56:28
324,Manta,-0.95,-80.7333,76.78,83,90,9.22,EC,2021-12-09 18:55:43
325,Mocuba,-16.8392,36.9856,74.46,86,0,4.79,MZ,2021-12-09 18:56:29
326,Lagos,6.5833,3.75,84.52,83,5,4.23,NG,2021-12-09 18:52:07
327,Constantine,36.365,6.6147,44.01,81,75,12.66,DZ,2021-12-09 18:53:16
328,Buala,-8.145,159.5921,79.48,86,100,5.7,SB,2021-12-09 18:56:29
329,Neiafu,-18.65,-173.9833,77.68,88,75,4.61,TO,2021-12-09 18:56:29
330,Beringovskiy,63.05,179.3167,-8.19,91,97,19.95,RU,2021-12-09 18:56:30
331,Sabha,27.0377,14.4283,55.17,17,0,5.75,LY,2021-12-09 18:56:30
332,Bengkulu,-3.8004,102.2655,75.25,91,100,4.83,ID,2021-12-09 18:56:30
333,La Ronge,55.1001,-105.2842,19.65,86,90,6.91,CA,2021-12-09 18:56:31
334,Lodwar,3.1191,35.5973,85.59,43,23,19.44,KE,2021-12-09 18:56:31
335,Sheoganj,25.15,73.0667,61.68,43,0,4.88,IN,2021-12-09 18:56:31
336,Riyadh,24.6877,46.7219,64.54,28,74,3.69,SA,2021-12-09 18:56:32
337,Cravo Norte,6.3017,-70.2041,92.08,42,98,11.21,CO,2021-12-09 18:56:32
338,Poum,-20.2333,164.0167,81.12,78,17,10.98,NC,2021-12-09 18:56:33
339,Saint-Georges,12.0564,-61.7485,85.68,66,20,17.27,GD,2021-12-09 18:56:33
340,Tura,25.5198,90.2201,61.86,88,0,3.4,IN,2021-12-09 18:56:33
341,Klaksvik,62.2266,-6.589,41.92,77,100,20.92,FO,2021-12-09 18:56:34
342,Nogliki,51.8333,143.1667,30.61,80,92,9.95,RU,2021-12-09 18:56:34
343,Euskirchen,50.6667,6.7833,41.56,86,100,1.01,DE,2021-12-09 18:56:34
344,Labrea,-7.2586,-64.7981,79.5,94,100,0.27,BR,2021-12-09 18:53:08
345,Khash,28.2211,61.2158,49.62,15,95,1.57,IR,2021-12-09 18:56:35
346,Coihaique,-45.5752,-72.0662,81.21,17,0,5.75,CL,2021-12-09 18:56:35
347,Rawson,-43.3002,-65.1023,61.66,52,5,12.48,AR,2021-12-09 18:56:35
348,Nederweert,51.2833,5.7333,42.15,91,99,10.4,NL,2021-12-09 18:54:23
349,Souillac,-20.5167,57.5167,77.38,78,75,3.44,MU,2021-12-09 18:56:36
350,Sijunjung,-0.6876,100.9537,72.28,99,100,1.23,ID,2021-12-09 18:56:36
351,Bielsk Podlaski,52.7651,23.1865,27.25,91,100,14.0,PL,2021-12-09 18:56:36
352,Lensk,60.7253,114.9278,0.91,87,100,11.5,RU,2021-12-09 18:56:37
353,Kharp,66.8014,65.8081,1.33,90,93,4.59,RU,2021-12-09 18:56:37
354,Lasa,46.6166,10.7002,28.36,93,96,5.73,IT,2021-12-09 18:56:37
355,Tekeli,44.83,78.8239,11.61,44,0,10.49,KZ,2021-12-09 18:56:38
356,Tiznit,29.5833,-9.5,60.35,32,0,1.3,MA,2021-12-09 18:56:38
357,Fatezh,52.0891,35.8632,37.38,95,100,11.83,RU,2021-12-09 18:56:38
358,Darnah,32.767,22.6367,61.02,44,41,17.13,LY,2021-12-09 18:56:38
359,Katsuura,35.1333,140.3,49.1,78,78,14.36,JP,2021-12-09 18:56:39
360,Port Lincoln,-34.7333,135.8667,55.26,77,12,11.7,AU,2021-12-09 18:56:39
361,Geraldton,-28.7667,114.6,69.13,77,90,10.36,AU,2021-12-09 18:56:39
362,Dole,47.0833,5.5,35.51,93,0,6.91,FR,2021-12-09 18:56:40
363,Opuwo,-18.0607,13.84,80.13,30,98,6.6,NA,2021-12-09 18:56:40
364,Leh,34.1667,77.5833,9.48,78,85,2.37,IN,2021-12-09 18:57:40
365,Nabire,-3.3667,135.4833,76.71,91,100,3.27,ID,2021-12-09 18:57:41
366,Luderitz,-26.6481,15.1594,63.54,79,0,13.76,NA,2021-12-09 18:57:41
367,Svetlyy,54.675,20.1347,26.65,92,100,13.89,RU,2021-12-09 18:57:41
368,Vanavara,60.34,102.2797,-0.4,92,100,13.04,RU,2021-12-09 18:57:42
369,Kiruna,67.8557,20.2251,-5.96,99,100,1.61,SE,2021-12-09 18:52:59
370,Mnogovershinnyy,53.9353,139.9242,14.18,86,99,4.59,RU,2021-12-09 18:57:42
371,Maues,-3.3836,-57.7186,87.57,58,65,2.42,BR,2021-12-09 18:57:42
372,Hirara,24.8,125.2833,70.86,61,98,16.53,JP,2021-12-09 18:57:43
373,Huarmey,-10.0681,-78.1522,72.81,72,98,10.89,PE,2021-12-09 18:57:43
374,Clyde River,70.4692,-68.5914,-7.37,77,18,5.75,CA,2021-12-09 18:57:43
375,Voh,-20.9667,164.7,77.25,87,7,4.12,NC,2021-12-09 18:57:44
376,Hoquiam,46.9809,-123.8893,44.92,98,99,12.8,US,2021-12-09 18:57:44
377,Tautira,-17.7333,-149.15,84.22,68,57,12.88,PF,2021-12-09 18:57:44
378,Aswan,24.0934,32.907,63.82,30,86,11.1,EG,2021-12-09 18:57:44
379,Pacifica,37.6138,-122.4869,56.88,65,20,10.0,US,2021-12-09 18:52:49
380,Ponot,8.452,123.0222,78.91,88,91,15.68,PH,2021-12-09 18:57:45
381,Penzance,50.1186,-5.5371,51.01,79,100,32.95,GB,2021-12-09 18:57:45
382,Xinyu,27.8043,114.9334,52.61,68,1,3.58,CN,2021-12-09 18:57:45
383,Basco,20.4487,121.9702,75.33,64,87,23.53,PH,2021-12-09 18:57:46
384,Luganville,-15.5333,167.1667,80.58,84,99,5.3,VU,2021-12-09 18:57:46
385,La Palma,33.8464,-118.0467,60.96,82,100,8.01,US,2021-12-09 18:57:46
386,Boende,-0.2167,20.8667,73.26,90,8,1.66,CD,2021-12-09 18:57:46
387,Gazli,40.1333,63.45,45.66,40,2,12.55,UZ,2021-12-09 18:57:47
388,Price,39.5994,-110.8107,38.71,100,90,4.61,US,2021-12-09 18:56:12
389,Yalutorovsk,56.6536,66.3006,15.3,78,71,10.4,RU,2021-12-09 18:57:47
390,Batemans Bay,-35.7167,150.1833,60.1,95,100,22.48,AU,2021-12-09 18:57:47
391,San Jeronimo,-11.9472,-75.2829,64.49,52,100,3.49,PE,2021-12-09 18:57:48
392,Nueva Rosita,27.95,-101.2167,81.21,19,24,5.88,MX,2021-12-09 18:57:48
393,Bourail,-21.5667,165.4833,78.48,83,6,3.49,NC,2021-12-09 18:57:48
394,Stornoway,58.2093,-6.3865,42.76,90,75,3.0,GB,2021-12-09 18:57:48
395,Monroe,43.1501,-77.6831,32.34,68,100,1.99,US,2021-12-09 18:55:33
396,Ciudad Bolivar,8.1222,-63.5497,93.38,39,73,13.31,VE,2021-12-09 18:57:49
397,Tual,-5.6667,132.75,80.04,88,100,17.81,ID,2021-12-09 18:57:49
398,Pontes E Lacerda,-15.2261,-59.3353,93.06,45,99,3.09,BR,2021-12-09 18:57:49
399,Calabozo,8.9242,-67.4293,94.64,33,100,5.19,VE,2021-12-09 18:57:50
400,Toba,34.4833,136.85,46.4,72,100,3.11,JP,2021-12-09 18:57:50
401,Ngunguru,-35.6167,174.5,64.17,81,100,2.24,NZ,2021-12-09 18:57:50
402,Kota Belud,6.351,116.4305,77.76,90,96,5.73,MY,2021-12-09 18:57:51
403,Disna,55.568,28.1971,16.34,87,53,10.33,BY,2021-12-09 18:57:51
404,Macon,39.8667,-88.9668,57.78,58,62,18.03,US,2021-12-09 18:57:51
405,Lavrentiya,65.5833,-171.0,-6.3,87,100,10.78,RU,2021-12-09 18:57:51
406,Durango,24.8333,-104.8333,70.52,21,94,3.6,MX,2021-12-09 18:55:36
407,Abnub,27.2696,31.1511,59.22,46,100,6.31,EG,2021-12-09 18:57:52
408,Okulovka,58.4008,33.2908,4.66,97,82,3.49,RU,2021-12-09 18:57:52
409,Karratha,-20.7377,116.8463,88.74,48,100,4.34,AU,2021-12-09 18:57:52
410,Kuvshinovo,57.0295,34.1725,2.17,98,21,4.09,RU,2021-12-09 18:58:53
411,Shenjiamen,29.9576,122.298,56.35,71,0,8.99,CN,2021-12-09 18:58:53
412,Saint-Joseph,-21.3667,55.6167,75.58,80,42,8.72,RE,2021-12-09 18:58:53
413,Morehead,37.2711,-87.1764,59.95,54,0,11.01,US,2021-12-09 18:58:54
414,Shenkursk,62.1091,42.896,-1.75,98,11,3.98,RU,2021-12-09 18:58:54
415,Mali,12.079,-12.2982,81.72,22,88,1.61,GN,2021-12-09 18:58:54
416,Kamaishi,39.2667,141.8833,42.4,77,42,5.61,JP,2021-12-09 18:58:54
417,Thohoyandou,-22.9456,30.485,71.15,66,38,2.68,ZA,2021-12-09 18:58:55
418,Juru,5.312,100.4423,80.91,76,20,4.61,MY,2021-12-09 18:58:55
419,Namatanai,-3.6667,152.4333,80.19,86,82,13.89,PG,2021-12-09 18:58:55
420,Bolshaya Sosnova,57.6713,54.6029,23.07,92,100,9.17,RU,2021-12-09 18:58:56
421,Kudahuvadhoo,2.6708,72.8944,82.83,73,100,10.67,MV,2021-12-09 18:58:56
422,Dolores,-36.3132,-57.6792,80.15,31,99,14.63,AR,2021-12-09 18:58:56
423,Hobyo,5.3505,48.5268,78.4,66,5,19.15,SO,2021-12-09 18:58:57
424,Nortelandia,-14.4547,-56.8028,86.83,66,100,1.95,BR,2021-12-09 18:58:57
425,Carutapera,-1.195,-46.02,83.95,72,98,7.18,BR,2021-12-09 18:58:57
426,Baherden,38.4362,57.4316,55.69,32,0,3.44,TM,2021-12-09 18:58:57
427,Nesbyen,60.5681,9.1027,29.01,96,100,2.35,NO,2021-12-09 18:58:58
428,Ambalavao,-21.8333,46.9333,66.43,88,47,4.63,MG,2021-12-09 18:58:58
429,Shingu,33.7333,135.9833,52.41,73,100,4.07,JP,2021-12-09 18:58:58
430,Shelopugino,51.6514,117.5599,-0.9,99,18,3.42,RU,2021-12-09 18:58:59
431,Masvingo,-20.0637,30.8277,74.37,42,24,6.11,ZW,2021-12-09 18:58:59
432,Kingaroy,-26.5333,151.8333,64.44,100,3,2.3,AU,2021-12-09 18:58:59
433,Tomatlan,19.9333,-105.25,91.24,26,22,5.35,MX,2021-12-09 18:58:59
434,Celestun,20.8667,-90.4,85.51,60,98,3.98,MX,2021-12-09 18:59:00
435,Lusaka,-15.4067,28.2871,75.02,40,47,5.1,ZM,2021-12-09 18:59:00
436,Le Moule,16.3332,-61.3473,84.24,65,2,14.34,GP,2021-12-09 18:59:00
437,Lata,40.1629,-8.3327,55.92,94,100,4.9,PT,2021-12-09 18:59:01
438,Ifanadiana,-21.3,47.6333,70.12,90,100,0.81,MG,2021-12-09 18:59:01
439,Komatipoort,-25.4332,31.9548,73.06,56,62,3.94,ZA,2021-12-09 18:59:01
440,Erenhot,43.6475,111.9767,19.51,74,4,2.98,CN,2021-12-09 18:59:02
441,Padang,-0.9492,100.3543,77.14,89,100,1.39,ID,2021-12-09 18:59:02
442,Andradas,-22.0681,-46.5692,79.47,42,39,5.59,BR,2021-12-09 18:59:02
443,Sao Felix Do Xingu,-6.6447,-51.995,83.71,69,100,0.81,BR,2021-12-09 18:59:02
444,Ulety,51.3572,112.4849,14.7,93,100,2.48,RU,2021-12-09 18:59:03
445,Povenets,62.8487,34.8262,-2.36,99,42,2.57,RU,2021-12-09 18:59:03
446,Hay River,60.8156,-115.7999,-4.04,84,75,1.14,CA,2021-12-09 18:59:03
447,Cap Malheureux,-19.9842,57.6142,77.49,70,3,1.99,MU,2021-12-09 18:59:04
448,Fort Nelson,58.8053,-122.7002,6.39,85,75,2.3,CA,2021-12-09 18:59:04
449,Zhigansk,66.7697,123.3711,-14.24,96,100,19.15,RU,2021-12-09 18:59:04
450,Victor Harbor,-35.5667,138.6167,57.99,72,42,1.01,AU,2021-12-09 18:59:04
451,Kapit,2.0167,112.9333,73.22,100,99,0.76,MY,2021-12-09 18:59:05
452,Sovetskiy,61.3614,63.5842,17.47,96,100,6.96,RU,2021-12-09 18:59:05
453,Oystese,60.3882,6.1925,39.04,80,15,9.62,NO,2021-12-09 18:59:05
454,Hammerfest,70.6634,23.6821,26.33,63,75,4.61,NO,2021-12-09 18:59:06
455,Stroby Egede,55.4138,12.245,35.55,82,100,9.86,DK,2021-12-09 18:59:06
456,Gravdal,68.1214,13.5031,28.29,69,20,2.3,NO,2021-12-09 18:59:06
457,Tambopata,-12.7333,-69.1833,76.89,88,90,6.91,PE,2021-12-09 18:59:06
458,Intipuca,13.1969,-88.0544,92.41,35,7,5.55,SV,2021-12-09 19:00:07
459,Chapais,49.7834,-74.8492,10.53,84,100,0.38,CA,2021-12-09 19:00:08
460,Port Moresby,-9.4431,147.1797,76.53,87,100,6.8,PG,2021-12-09 19:00:09
461,Dalbandin,28.8947,64.4101,52.45,23,56,3.62,PK,2021-12-09 19:00:09
462,Bose,45.4612,8.0137,39.25,49,0,7.02,IT,2021-12-09 19:00:10
463,Nioro,13.35,-15.75,87.67,15,53,6.78,GM,2021-12-09 19:00:10
464,Horqueta,-23.3428,-57.0597,101.71,12,60,3.02,PY,2021-12-09 19:00:11
465,Labe,11.3182,-12.2833,71.1,27,93,3.04,GN,2021-12-09 19:00:11
466,Zaraza,9.3503,-65.3245,94.3,35,80,10.6,VE,2021-12-09 19:00:12
467,Clinton,42.587,-82.9199,36.09,73,100,1.01,US,2021-12-09 19:00:13
468,Charters Towers,-20.1,146.2667,76.98,75,76,5.86,AU,2021-12-09 19:00:13
469,Maarianhamina,60.0973,19.9348,31.86,69,0,14.97,AX,2021-12-09 19:00:14
470,Xuddur,4.1213,43.8894,77.05,32,51,6.76,SO,2021-12-09 19:00:14
471,Jimma,7.6667,36.8333,62.29,41,13,1.23,ET,2021-12-09 19:00:15
472,Cerritos,33.8583,-118.0648,60.94,82,100,5.99,US,2021-12-09 19:00:10
473,Hillsboro,45.5229,-122.9898,42.19,92,100,4.0,US,2021-12-09 18:58:53
474,Revelstoke,50.9832,-118.2023,30.22,86,90,0.0,CA,2021-12-09 19:00:16
475,San Carlos De Bariloche,-41.1456,-71.3082,78.55,24,20,8.05,AR,2021-12-09 18:58:47
476,Koumac,-20.5667,164.2833,79.7,78,6,2.91,NC,2021-12-09 19:00:16
477,Okhotsk,59.3833,143.3,-0.45,90,100,11.81,RU,2021-12-09 19:00:16
478,Zapolyarnyy,69.4154,30.8136,11.48,92,94,14.25,RU,2021-12-09 19:00:17
479,Chikola,43.1906,43.9209,42.71,77,100,1.99,RU,2021-12-09 19:00:17
480,Newark,40.7357,-74.1724,41.07,49,100,1.01,US,2021-12-09 18:57:44
481,Floro,61.5996,5.0328,40.96,48,0,20.71,NO,2021-12-09 19:00:18
482,Nara,34.6851,135.8049,48.97,74,100,2.21,JP,2021-12-09 19:00:18
483,Srednekolymsk,67.45,153.6833,-31.4,100,100,0.36,RU,2021-12-09 19:00:18
484,Jizan,17.3333,42.6667,79.29,75,38,3.44,SA,2021-12-09 19:00:15
485,Eureka,40.8021,-124.1637,51.58,80,2,8.01,US,2021-12-09 19:00:19
486,Mozarlandia,-14.7447,-50.5706,84.45,63,100,6.44,BR,2021-12-09 19:00:19
487,Rizhao,35.4275,119.4553,43.74,80,0,4.9,CN,2021-12-09 19:00:19
488,Corum,40.5,34.75,39.52,67,1,5.39,TR,2021-12-09 19:00:20
489,Mbanza-Ngungu,-5.25,14.8667,70.38,93,60,2.73,CD,2021-12-09 19:00:20
490,Jibuti,11.5,42.5,70.93,63,0,12.5,DJ,2021-12-09 19:00:20
491,Viedma,-40.8135,-62.9967,66.81,52,65,3.78,AR,2021-12-09 19:00:21
492,Saint-Augustin,51.226,-58.6502,18.91,81,100,20.2,CA,2021-12-09 19:00:21
493,Estelle,29.8458,-90.1067,80.01,77,90,8.05,US,2021-12-09 19:00:21
494,Apatou,5.155,-54.3472,80.42,94,81,4.0,GF,2021-12-09 19:00:22
495,Honningsvag,70.9821,25.9704,23.04,76,15,17.43,NO,2021-12-09 19:00:22
496,Sakaiminato,35.55,133.2333,53.13,66,100,6.02,JP,2021-12-09 19:00:22
497,Green Valley,31.8543,-110.9937,70.43,30,23,5.01,US,2021-12-09 19:00:22
498,Pio Ix,-6.8375,-40.5792,90.82,35,100,2.48,BR,2021-12-09 19:00:23
499,Bonavista,48.6499,-53.1147,36.12,97,100,40.0,CA,2021-12-09 19:00:23
500,Araouane,18.9048,-3.5265,73.35,13,100,9.1,ML,2021-12-09 19:00:23
501,Sarlat-La-Caneda,44.889,1.2166,41.67,95,100,5.12,FR,2021-12-09 19:00:24
502,Pacific Grove,36.6177,-121.9166,56.77,75,67,3.0,US,2021-12-09 19:00:24
503,Tilichiki,60.4667,166.1,-17.0,90,11,7.65,RU,2021-12-09 19:00:25
504,Vostok,46.4856,135.8833,18.88,83,100,4.5,RU,2021-12-09 19:00:25
505,Praia Da Vitoria,38.7333,-27.0667,62.76,68,73,3.69,PT,2021-12-09 19:00:25
506,Vallenar,-28.5708,-70.7581,84.74,27,0,11.14,CL,2021-12-09 19:00:26
507,Pitimbu,-7.4706,-34.8086,83.46,69,65,11.68,BR,2021-12-09 19:01:26
508,Brownfield,33.1812,-102.2744,68.4,17,76,12.64,US,2021-12-09 19:01:26
509,Vestmannaeyjar,63.4427,-20.2734,36.73,92,100,18.05,IS,2021-12-09 19:01:26
510,Mayya,61.7333,130.2811,-13.68,98,100,4.03,RU,2021-12-09 19:01:27
511,Laguna,38.421,-121.4238,56.35,88,40,3.0,US,2021-12-09 19:01:27
512,Dombarovskiy,50.7587,59.5386,17.87,61,82,18.59,RU,2021-12-09 19:01:27
513,Ludvika,60.1496,15.1878,28.04,88,100,7.0,SE,2021-12-09 19:01:28
514,Bar Harbor,44.3876,-68.2039,28.62,71,96,13.4,US,2021-12-09 19:01:28
515,Starokozache,46.3372,29.9853,37.08,90,100,7.16,UA,2021-12-09 19:01:28
516,Shelburne,44.0787,-80.2041,25.23,73,100,11.01,CA,2021-12-09 19:01:28
517,Kangaatsiaq,68.3065,-53.4641,19.6,80,19,10.36,GL,2021-12-09 19:01:29
518,Biak,-0.9131,122.8766,76.33,80,84,3.42,ID,2021-12-09 19:01:29
519,Ruteng,-8.6136,120.4721,63.21,92,72,1.74,ID,2021-12-09 19:01:29
520,Iralaya,15.0,-83.2333,82.26,71,100,12.84,HN,2021-12-09 19:01:30
521,Kencong,-8.2833,113.3667,75.94,92,53,2.98,ID,2021-12-09 19:01:30
522,Kinango,-4.1372,39.3153,73.72,87,15,4.21,KE,2021-12-09 19:01:30
523,Ponorogo,-7.8685,111.462,75.83,91,85,4.9,ID,2021-12-09 19:01:30
524,Richards Bay,-28.783,32.0377,70.61,90,85,3.15,ZA,2021-12-09 19:01:31
525,Morros,-9.4467,-46.3003,80.83,69,100,4.7,BR,2021-12-09 19:01:31
526,La Libertad,-2.2333,-80.9,73.94,78,83,9.93,EC,2021-12-09 19:01:31
527,Cayenne,4.9333,-52.3333,82.44,87,75,1.01,GF,2021-12-09 19:00:05
528,Itapirapua,-15.8233,-50.6133,89.47,44,84,2.77,BR,2021-12-09 19:01:32
529,Tommot,58.9564,126.2925,-12.19,99,85,1.97,RU,2021-12-09 19:01:32
530,Rodrigues Alves,-7.738,-72.6509,89.74,55,100,3.02,BR,2021-12-09 19:01:32
531,Mizusawa,39.1333,141.1333,35.26,91,0,1.03,JP,2021-12-09 19:01:33
532,Mawlaik,23.6333,94.4167,69.48,87,100,1.99,MM,2021-12-09 19:01:33
533,Mapiripan,2.8892,-72.1256,89.1,51,66,9.84,CO,2021-12-09 19:01:33
534,Kedougou,12.5579,-12.1743,86.41,16,65,4.52,SN,2021-12-09 19:01:34
535,Santa Rosalia,27.3167,-112.2833,73.56,35,100,1.34,MX,2021-12-09 19:01:34
536,Shahrud,36.4182,54.9763,41.14,54,0,1.45,IR,2021-12-09 19:01:34
537,Naryan-Mar,67.6713,53.087,3.31,97,91,6.04,RU,2021-12-09 19:01:35
538,Krasnoselkup,65.7,82.4667,-11.94,97,6,10.13,RU,2021-12-09 19:01:35
539,Mount Isa,-20.7333,139.5,74.97,15,6,9.22,AU,2021-12-09 19:00:59
540,Innisfail,-17.5333,146.0333,75.69,88,74,2.68,AU,2021-12-09 19:01:35
541,Roald,62.5833,6.1333,39.34,60,0,17.27,NO,2021-12-09 19:01:15
542,Henties Bay,-22.116,14.2845,60.85,91,2,8.19,NA,2021-12-09 19:01:36
543,Avera,33.194,-82.5271,54.28,53,100,8.19,US,2021-12-09 19:01:36
544,Tucuman,-26.8241,-65.2226,82.62,53,82,4.63,AR,2021-12-09 19:01:36
545,Okha,53.5739,142.9478,19.81,87,100,9.28,RU,2021-12-09 19:01:36
546,Bereda,43.2686,-7.5406,54.41,100,100,7.25,ES,2021-12-09 19:01:37
547,Nizwa,22.9333,57.5333,65.3,34,3,1.32,OM,2021-12-09 18:58:12
548,Bin Qirdan,33.1378,11.2197,56.98,43,20,11.43,TN,2021-12-09 19:01:37
549,Hovd,48.0056,91.6419,10.27,85,53,3.94,MN,2021-12-09 19:01:37
